term,definition,POS,notes
абак,abacus (uppermost member of a column),noun,
абака,abacus (uppermost member of the capital of a column),noun,architecture] 
абака,"abacus (cupboard for holding cups, bottles, etc.)",noun,culinary] 
абака,"abaca, Manila hemp",noun,
Абака,given name,prop} {m anim,
Абакан,Абакан (capital city),prop,
абакост,"abacost (style of jacket, promoted in Zaïre by Mobutu Sese Seko)",noun,chiefly historical] 
абактинальный,abactinal (on the side opposite to the mouth in animals with radial symmetry),adj,zoology] 
абакумыч,a small crowbar for breaking through doors,noun,criminal slang] 
абалон,abalone (edible univalve mollusc),noun,
абанамат,Expression of annoyance or frustration,interj,"slang, vulgar, humorous] "
абандон,abandonment (the relinquishment of a property by the insured),noun,law] 
абандонирование,abandonment,noun,
абарга,kaluga (Huso dauricus) (predatory sturgeon),noun,"dialectal, Baikal] "
абарогноз,abarognosis (loss of the ability to judge the weight of objects),noun,medicine] 
Абасири,Абасири (city),prop} {m inan,
абатон,abaton (a part of a temple in Ancient Greece which it was forbidden to enter.),noun,historical] 
абачи,"abachi, obeche (an African hardwood of the tree Triplochiton scleroxylon)",n inan,
абаш,alternative form of абаша,m anim,
абаш,alternative form of абачи,noun,
абаша,Muslim cleric; Mullah,m anim,dialectal] 
абба,alternative spelling of аба,noun,
абба,alternative spelling of аба,interj,dialectal] 
аббаси,"Abbasi, a Persian coin",n inan,
аббат,"abbot, priest",noun,Christianity] 
аббатиса,"abbess, mother superior",noun,"Christianity, rare] "
аббатский,"abbot, priest",adj,relational] 
аббатский,abbey,adj,relational] 
аббатство,abbey,noun,Christianity] 
аббревиатура,abbreviation (shortened or contracted form of a word or phrase),noun,
аббревиация,abbreviation (the process of abbreviating),noun,linguistics] 
аббревиация,abbreviation (loss of ancestral ontogenetic pattern during evolution),noun,biology] 
абвер,Abwehr (a German intelligence organization from 1921 to 1944),noun,uncountable] 
абгалдырь,upholder (rope),noun,
Абгар,Abgar (name of a number of kings of Osroene),prop,
абгомотопия,abhomotopy,noun,mathematics] 
абдал,Abdal (a sect of Persian monks),noun,
абдал,"a fraud, crook",noun,dialectal] 
абдерит,"Abderite, citizen of the Ancient Greek city Abdera",noun,historical] 
абдерит,A naïve or stupid person,noun,
абдест,"abdest, wudu (Islamic procedure of ablution)",noun,Islam] 
абджад,abjad (writing system),noun,linguistics] 
абдикация,abdication (renunciation of power),noun,
абдомен,abdomen,noun,anatomy] 
абдоминальный,abdominal,adj,anatomy] 
абдоминогистеротомия,abdominohysterotomy,noun,medicine] 
абдоминогистерэктомия,abdominohysterectomy,noun,medicine] 
абдоминоперикардиостомия,abdominopericardiostomy,noun,medicine] 
абдоминопластика,abdominoplasty,noun,
абдоминоскопия,abdominoscopy,noun,medicine] 
абдраган,"a fright, fear",noun,"dialectal, Kazan, Orenburg] "
абдуктант,"abductor, one who abducts",noun,
абдуктор,abductor muscle,noun,anatomy] 
абдукция,abduction (movement of a limb away from the midline of the body),noun,anatomy] 
абдукция,abduction (form of argument),noun,logic] 
абдукция,alien abduction,noun,
Абдул,given name,prop,
Абдулла,given name,prop} {m anim,
абевега,"alphabet, ABC",noun,obsolete] 
абевегедейка,"alphabet, ABC",noun,childish] 
абевегедейка,hepatitis,noun,slang] 
абелев,abelian,adj,mathematics] 
абелевость,commutativity,noun,
абелианизация,abelianization,noun,
абелит,abelite,noun,
абелия,abelia (a genus in the honeysuckle family),noun,
Абель,given name; also a surname,prop,
абельмош,Abelmoschus (genus in the mallow family),noun,
абельмош,abelmosk (the plant Abelmoschus moschatus),noun,
Абердин,Абердин (city),prop,
аберрантный,aberrant (deviating from the ordinary or natural type; exceptional; abnormal),adj,
аберратор,aberrator,noun,physics] 
аберрационный,aberrant,adj,
аберрация,aberration (the distortion of an image from optical devices),noun,physics] 
аберрация,aberration (deviation from the norm or reality),noun,literary] 
аберрация,aberration (change of position in the stars),noun,astronomy] 
аберрация,aberration (atypical development in structure),noun,biology] 
абес,abaisse (pastry used for non-food purposes in cooking),noun,culinary] 
абессив,abessive case,noun,grammar] 
абессивный,abessive,adj,linguistics] 
абеталипопротеинемия,abetalipoproteinemia,noun,medicine] 
абецадло,an adaptation of the Polish alphabet used periodically in Ukraine in the 17th-19th centuries,noun,historical] 
абецадло,the musical alphabet,noun,historical] 
абецедарий,"abecedary, abecedarium (book to help learn the alphabet)",noun,rare] 
абзац,paragraph,noun,grammar] 
абзац,an indentation at the start of a paragraph,noun,colloquial] 
абзац,[euphemism] for пиздец,noun,
абздольц,euphemism for пиздец,noun,humorous] 
абзетцер,stacker (large machine used to stockpile bulk materials),noun,building] 
абзим,abzyme,noun,
Абиджан,Абиджан (the economic <<capital>> of <<c/Ivory Coast>>),prop,
абие,"at once, straight away",adv,obsolete] 
абиентный,abient (characterised by avoidance or withdrawal),adj,psychology] 
абиетин,abietane (a diterpene hydrocarbon),noun,chemistry] 
абиетиновый,abietic (containing abietane),adj,
абилка,"ability, special ability",noun,gaming] 
абиогенез,abiogenesis,noun,biology] 
абиоз,abiosis,noun,
абиосестон,abioseston,noun,
абиота,abiota,noun,
абиотрофия,abiotrophy,noun,
абиофизиология,abiophysiology,noun,
абиоцен,abiocoen,noun,
абиссаль,"abyssal zone, abyssopelagic zone",noun,geography] 
абиссальный,"abyssal, abyssopelagic",adj,
абиссинец,Abyssinian (citizen of Abyssinia),noun,historical] 
Абиссиния,"Абиссиния (former name of Ethiopia, a <<country>> in <<cont/Africa>>)",prop,historical] 
Абиссиния,area with a high concentration of petty criminals,prop,"criminal, slang] "
абитура,Collective form of абитуриент (abiturijent),noun,colloquial] 
абитура,Time spent taking university entrance examinations,noun,colloquial] 
абитуриент,"graduate, school-leaver",noun,
абитуриент,"university applicant, enrollee, candidate for a university entrance examination",noun,
абитуриентка,feminine noun of абитуриент,noun,
абитуриентный,"school-leaver, university entrant",adj,relational] 
абитуриентный,graduation (from school),adj,relational] 
абитуриентский,"school-leaver, university entrant",adj,relational] 
абитуриентский,graduation (from school),adj,relational] 
АБК,initialism of абсцизовая кислота: ABA (abscisic acid),f inan,
аблактация,ablactation,noun,
аблактирование,"ablactation, weaning",noun,
аблактировать,"to ablactate, to wean",v impf,
аблактировка,"ablactation, weaning",noun,
абластика,ablastics,noun,medicine] 
аблатив,ablative,noun,
аблативный,alternative form of аблятивный,adj,
аблаут,"ablaut, gradation",noun,philology] 
аблефария,ablepharia,noun,medicine] 
аблефарон,ablepharon,noun,medicine] 
аблютомания,ablutomania,noun,
аблятив,ablative,noun,
аблятивный,ablative [in various senses],adj,
аблятор,ablator,noun,
абляут,ablaut,noun,
абляционный,ablation; ablative,adj,relational] 
абляция,ablation (removal of snow or ice),noun,"meteorology, geography] "
абляция,ablation (removal of a part of biological tissue),noun,biology] 
абляция,ablation (removal of material from a solid surface),noun,physics] 
абмиграция,abmigration,noun,
Абовян,Абовян (town),prop,
аболиционизм,abolitionism,noun,
аболиционист,abolitionist,noun,
аболиционистка,(female) abolitionist,noun,
аболиционистский,abolitionist (relating to abolitionism or abolitionists),adj,
аболиция,abolition,noun,
аболюция,absolution,noun,
абом,abohm,noun,
абонемент,"subscription, season ticket",noun,
абонементный,"subscription, loan",adj,relational] 
абонементный,prepaid,adj,
абонент,subscriber,noun,
абонентный,subscriber; subscriber's,adj,relational] 
абонентский,subscriber; subscriber's,adj,relational] 
абордаж,boarding (attacking another ship),noun,nautical] 
абордажный,boarding [of a ship],adj,relational] 
абориген,aborigine,noun,
аборигенка,female aborigine,noun,
аборигенный,"aboriginal, indigenous, local, native, native-born",adj,
аборт,abortion,noun,
аборт,abort,noun,computing] 
абортивный,abortive,adj,"biology, medicine] "
абортцанг,abort forceps,noun,
абразив,abrasive,noun,
абразивность,abrasiveness,noun,
абразивный,abrasive,adj,
абразия,abrasion,noun,
абракадабра,"nonsense, gibberish",noun,
абракадабра,abracadabra,noun,
Абрам,given name,prop,
Абрамов,Abram's,adj,
Абрамский,"Abramsky, a Russian surname",adj,
Абрамский,(son) of Abraham,adj,
абрек,Abrek,noun,
абрек,a native of the Caucasus,noun,"offensive, ethnic slur] "
абрикос,apricot [tree or fruit],noun,
абрикос,"testicles, balls, nuts, nads, gonad",noun,"colloquial, usually, in the plural, vulgar] "
абрикосный,alternative form of абрикосовый,adj,
абрикосовый,apricot,adj,relational] 
абрикосовый,apricot,adj,color] 
абрикотин,"apricot brandy, apricot schnapps, crème d'abricot, apricotine",noun,
абрис,"contour, outline",noun,
аброгация,abrogation,noun,
абруптив,ejective,noun,phonetics] 
абсанс,absence seizure,noun,disease] 
абсент,absinth,noun,
абсентеизм,absenteeism,noun,
абсентизм,absinthism,noun,
абсида,"apse, apsis, exedra",noun,
абсолют,"absolute, something absolute",noun,
абсолютизация,absolutisation,noun,
абсолютизирование,a making of something absolute,noun,
абсолютизировать,"to absolutise, to make absolute",v both,
абсолютизм,absolutism,noun,
абсолютист,absolutist,noun,
абсолютистский,absolutist,adj,
абсолютно,absolutely,adv,
абсолютность,absoluteness,noun,
абсолютный,absolute,adj,
абсорбат,absorbate,noun,
абсорбент,absorbent,noun,
абсорбентный,absorbent,adj,
абсорбер,absorber,noun,
абсорбирование,absorption,noun,
абсорбировать,to absorb,v both,
абсорбируемый,absorbable,adj,
абсорбирующий,absorbing,adj,
абсорбтивный,absorptive (able to absorb),adj,
абсорбционный,"absorption, absorptive",adj,
абсорбция,absorption,noun,
абс-пластик,ABS plastic,noun,
абстенционист,abstentionist,noun,
абстинент,"abstainer, one who abstains",noun,
абстинентный,abstinence; abstinent,adj,relational] 
абстиненция,abstinence,noun,
абстрагирование,abstraction,noun,
абстрагировать,to abstract,v both,
абстракт,the abstract,noun,
абстрактность,"abstractedness, abstractiveness",noun,
абстрактный,abstract,adj,
абстракционизм,"abstractionism, abstract art",noun,
абстракционист,"abstractionist, abstract artist",noun,
абстракционистский,"abstract, relating to abstractionism or abstractionists",adj,
абстракция,abstraction,noun,
абсурд,absurdity,noun,
абсурдизм,absurdism,noun,
абсурдист,absurdist,noun,
абсурдность,absurdity,noun,
абсурдный,absurd,adj,
абсцесс,abscess,noun,
абсцизовый,abscission; abscisic,adj,"botany, relational] "
абсцисса,"abscissa, absciss",noun,geometry] 
абугида,abugida (a syllabary-like writing system),noun,
Абу-Даби,Абу-Даби (emirate),prop} {m inan,
Абу-Даби,Абу-Даби (capital city),prop} {m inan,
Абуджа,Абуджа (capital city),prop,
абузус,"abuse, overuse",noun,"uncountable, medicine, rare] "
абулия,aboulia,noun,
абхаз,"Abkhazian, Abkhaz person",noun,
Абхазия,"Абхазия (a de-facto independent <<country>> in the <<r:Suf/Caucasus>> in <<cont/Asia>>, internationally recognized as an <<autonomous republic>> of the <<c:pref/Georgia>>)",prop,
абхазский,Abkhazia; Abkhazian,adj,relational] 
абы,so that,conj,
абы,if only,conj,
абы,it doesn't matter [what/which/who/how],particle,"low colloquial, often in the negative] "
ава,avatar,noun,slang] 
ав-ав,"[imitative] woof, arf (sound a dog makes)",interj,
авангард,"vanguard, avant-garde, advance guard",noun,
авангардистский,"avant-garde (innovative, pioneering, especially when extremely or obviously so)",adj,
авангардный,avant-garde,adj,
аванпост,outpost,noun,military] 
аванс,"advance (of money), prepayment, payment on account",noun,
аванс,"(plural, figurative) advances, overtures",noun,
авансировать,to advance,v both,
авансировать,to advance money (to somewhere),v both,finanace] 
авансом,"up front, in advance (esp. of payments)",adv,
авансцена,"proscenium, forestage",noun,
авантюра,"gamble (risky, uncertain and occasionally successful event or action)",noun,
авантюра,"adventure, venture",noun,dated] 
авантюризм,adventurism,noun,
авантюрин,aventurine (quartz),noun,
авантюрист,gambler (someone who takes risks); an unscrupulous person,noun,
авантюрист,adventurer (someone who enjoys adventures),noun,dated] 
авантюристка,adventuress,noun,
авантюрный,adventure; adventurous,adj,relational] 
авантюрный,risky,adj,
авар,male Avar,noun,
аварец,Avar (person),noun,
аварийный,"emergency, crash",adj,relational] 
авария,"damage, breakdown, fault, failure, crash (rarely)",noun,
авария,"accident, crash, wreck, emergency, average (i.e. situation caused by damage, breakdown or failure)",noun,
авария,misfortune,noun,figuratively] 
аварка,Avar woman or girl,noun,
аварский,Avar,adj,
аватар,avatar (a digital representation of person),noun,computing] 
аватара,"avatar (the earthly incarnation of a deity, particularly Vishnu)",noun,
авва,Abba,noun,
Авгарь,Abgar (name of a number of kings of Osroene),prop,
авгур,"augur, soothsayer (diviner who foretells events by unusual occurrences)",noun,
август,August,noun,
Август,Augustus,prop,
августейший,august [of a monarch],adj,
августовский,August,adj,relational] 
Авдей,given name,prop,
Авдотья,given name,prop,
Авдюша,given name,prop} {m anim,
Авель,Abel [biblical character],prop,
Авенир,Abner (biblical cousin of Saul),prop,
авеню,avenue,f inan,
аверс,[numismatics] obverse,noun,
Авессалом,given name,prop,
Авеста,"Avesta (the sacred texts of Zoroastrianism, composed in the Avestan language.)",prop,
авестийский,Avestan (relating to the Avesta and its language),adj,
авиа-,"air-, aero-",prefix,
авиабаза,"airbase, airforce base (military airport)",noun,
авиабензин,"aviation fuel, jet fuel",noun,
авиабилет,airplane ticket,noun,
авиабригада,wing (air force organization between the levels of an air division and a group),noun,aviation] 
авиагоризонт,artificial horizon (an instrument indicating orientation),noun,
авиагруппа,"air group, air squadron",noun,military] 
авиадвигатель,airplane engine,noun,
авиадивизия,air division,noun,
авиазвено,"flight, squadron",noun,military] 
авиакатастрофа,"plane crash, aircraft accident",noun,
авиакомпания,airline (company that flies airplanes),noun,aviation] 
авиакорпус,air command,noun,military] 
авиалайнер,"airliner (large, multi-passenger aircraft)",noun,
авиалинии,airline (company that flies airplanes),noun,
авиалинии,"[used in names of airlines, including translation of foreign companies]; ... Air, ... Airlines",noun,
авиалиния,"air route, airway",noun,
авиамагистраль,air route,noun,
авиамаршрут,air route,noun,
авиамаршрутный,air route,adj,relational] 
авиаматка,"aircraft carrier, flattop",noun,dated] 
авианалёт,"airstrike, air raid, aerial attack (attack by military aircraft)",noun,
авианосец,"aircraft carrier, flattop",noun,
авианосный,shipborne,adj,
авиаотряд,"air force detachment, air detachment",noun,
авиаполк,air regiment [equivalent to U.S. group or air wing],noun,
авиапочта,airmail,noun,uncountable] 
авиапочтовый,airmail,adj,relational] 
авиапредприятие,airline (company that flies airplanes) (more common in the USSR of a state-owned airline),noun,aviation] 
авиапром,aviation industry,noun,
авиапромовский,aviation industry,adj,relational] 
авиатор,"airman, aviator, pilot",noun,"obsolete, aviation] "
авиаудар,airstrike (attack by military aircraft),noun,
авиационный,"aviation, aircraft",adj,relational] 
авиация,aviation,noun,
авиация,air force,noun,
авиация,(collectively): aircraft,noun,
авиашоу,"air show (a public display of stunt flying, aerobatics, and historical aircraft)",n inan,
авиаэскадрилья,air squadron,noun,
Авиньон,Авиньон (city/and/commune),prop,
Авиценна,Avicenna (a Persian polymath),prop} {m anim,
авокадо,avocado,n inan,
авось,"perhaps, maybe, possibly, may still, might yet [low certainty]",adv,colloquial] 
авось,blind trust in divine providence; blind faith in sheer luck; blind trust in sheer luck; counting on a miracle,noun,
авось,faith in serendipity; counting on pure luck,noun,
авоська,string bag,noun,colloquial] 
Авраам,Abraham,prop,
Аврелий,given name,prop,
Аврора,Aurora (Roman goddess of dawn),prop,
Аврора,given name,prop,
австрал,a male Aussie (an Australian man),noun,slang] 
Австралазия,Австралазия (region),prop,
австралиец,Australian (person),noun,
австралийка,"Australian woman, Australian girl",noun,
австралийский,Australian,adj,
Австралия,"Австралия (a <<country>> in <<cont/Oceania>>, sometimes viewed as a <<continent>>)",prop,
австриец,Austrian (man),noun,
австрийка,Austrian (woman),noun,
австрийский,Austrian,adj,
Австрия,Австрия (country),prop,
Австро-Венгрия,Австро-Венгрия (former empire),prop,historical] 
автаркия,autarchy (condition of absolute power),noun,
авто-,"auto-, self- (regarding oneself)",prefix,
авто-,auto- (automatic),prefix,
авто-,auto- (relating to cars or the driving of cars),prefix,
авто,"car, wheels",n inan,colloquial] 
автобаза,"motor-service station, motor depot",noun,
автобиографический,autobiographical,adj,
автобиография,autobiography,noun,
автоблокировка,"automatic blocking system, self-locking",noun,
автобус,"bus, motorbus",noun,
автобусик,diminutive of автобус: (small) bus,noun,
автобусный,"bus, coach",adj,relational] 
автовагон,"automobile railway car, a railway carriage with its own engine",noun,
автовладелец,"car owner, motorist",noun,
автовокзал,"bus station, bus terminal",noun,
автогамия,autogamy (self-fertilization),noun,
автоген,autogenic welder,noun,technical] 
автогол,own goal,noun,
автогонки,auto racing (sport),noun,
автограф,"autograph, signature",noun,
автодидакт,autodidact (a self-taught person),noun,
автодорога,highway,noun,
автодрезина,motor trolley,noun,
автодром,"vehicle testing point, motor-racing circuit, automobile racetrack, autodrome, motordrome",noun,
автозавод,"car factory, motor-car factory, automobile plant, automobile works, motor works",noun,
автозак,"paddy wagon, police van for transportation of suspects and prisoners",noun,
автозаправка,"gas station, petrol station",noun,
автозаправочный,serving for refueling vehicles,adj,
автозапчасти,spare parts for cars,noun,
автоканнибализм,autocannibalism (the act of eating oneself),noun,
автокатастрофа,"car crash, auto accident",noun,
автокефальный,autocephalous,adj,religion] 
автоклав,autoclave,noun,
автоколебание,auto-oscillation,noun,
автоколонна,"motor transport convoy, motorcade",noun,
автократ,autocrat,noun,
автократический,autocratic,adj,
автократия,autocracy,noun,
автолюбитель,"motorist, motor-car enthusiast, motoring fan",noun,
автомагистраль,dual carriageway,noun,
автомагический,"automagical (automatic, but with an apparent element of stage magic)",adj,
автомат,automaton,noun,
автомат,slot machine,noun,
автомат,automaton,noun,mathematics] 
автомат,"submachine gun, assault rifle",noun,
автомат,automatic transmission,noun,automotive] 
автоматизация,automation (converting the controlling of a machine to an automatic system),noun,
автоматизированный,automated; automatic; automatized,adj,
автоматизировать,"to automatize, to render automatic",v both,
автоматизировать,"to introduce automation, to automate",v both,
автоматизм,automatism,noun,
автоматика,"automation; automatics, automatic control engineering",noun,
автоматически,"automatically, mechanically (in an automatic manner)",adv,
автоматический,automatic,adj,
автоматичный,automatic,adj,
автоматный,submachine gun,adj,relational] 
автоматон,automaton,noun,
автоматчик,submachine gunner; Tommy gunner,noun,
автомашина,"motor vehicle, automobile, car",noun,
автомобилестроение,automotive industry,noun,
автомобилист,motorist,noun,
автомобиль,"car, automobile, motorcar",noun,
автомобиль,vehicle,noun,
автомобиль,"lorry, truck",noun,
автомобильный,"car, automobile",adj,relational] 
автоморфный,automorphic (describing a number whose square ends in the number itself; circular),adj,
автомотриса,"electric/motorized railway engine, self-propelled railway carriage or coach, railcar",noun,
автономия,autonomy,noun,
автономность,autonomy,noun,
автономный,autonomous,adj,
автоответчик,answering machine (device that automatically records voice mail),noun,
автопарк,vehicle fleet,noun,
автопарк,"company or complex for storing, maintaining and repairing a vehicle fleet",noun,
автопилот,"autopilot, mechanical pilot, robot pilot",noun,
автопокрышка,car tire,noun,
автопортрет,self-portrait,noun,
автопробег,"motor race, motor rally",noun,
автопроизводитель,"automaker, automobile manufacturer",noun,
автопром,automotive industry,noun,
автор,author,noun,
автореферат,abstract (summary of a scientific work),noun,
авторизация,authorization (act of authorizing),noun,
авторизовать,to authorize/authorise (to grant someone the power or authority to do something specific),v pf,
авторизовывать,to authorize/authorise (to grant someone the power or authority to do something specific),v impf,
авторитаризм,authoritarianism,noun,
авторитарный,authoritarian,adj,
авторитет,"authority, prestige",noun,
авторитет,(person) authority,noun,
авторитет,underworld leader,noun,
авторитетный,authoritative,adj,
авторитетный,competent,adj,
авторитетный,prestigious,adj,
авторские,"royalties, money paid to the author by the publishing company",noun,
авторский,author's,adj,
авторство,authorship,noun,
авторучечный,fountain pen,adj,relational] 
авторучка,fountain pen,noun,
автосалон,"auto show, motor show",noun,
автосервис,"garage, car service (place where cars are serviced and repaired)",noun,
автоспорт,motor racing (sport),noun,
автостоп,hitchhiking,noun,
автостоянка,"parking lot, car park",noun,
автострада,"motorway, highway, freeway",noun,
автотомия,autotomy (invertebrate self-defense mechanism),noun,
автотранспорт,motor transport,noun,
автотранспортный,motor transport,adj,relational] 
автохория,autochory (self-dispersal of seeds),noun,
автохтон,"indigene, native",noun,
автохтонный,"aboriginal, indigenous",adj,
автошкола,driving school,noun,
автошоу,"auto show, motor show, car show",n inan,
авуары,"assets, holdings",noun,literary or stilted] 
ага,"cane toad (Bufo marinus, now Rhinella marina)",noun,
ага,"agha, master, patron",noun,"history, Turkey, Central Asia] "
ага,"yep, yeah (colloquial form of yes)",interj,
ага,"aha, uh-huh (indicates that the speaker is listening to you, but does not necessarily imply agreement)",interj,
агава,agave,noun,botany] 
Агамемнон,Agamemnon,prop,
агами,agami heron,f anim,
агар-агар,agar,noun,
Агарак,Агарак (village),prop,
Агарак,Агарак (village),prop,
Агарак,"Агарак (two <<villages>> in <<p:Suf/Syunik>>, <<c/Armenia>>)",prop,
Агартала,Агартала (city),prop,
агарянин,Muslim,noun,archaic] 
агат,agate,noun,
Агата,Agatha,prop,
Агафия,given name,prop,
агванец,Albanian (inhabitant Caucasian Albania),noun,
агванка,female Albanian (inhabitant Caucasian Albania),noun,
агванский,Caucasian Albania (historical region in the Eastern Caucasus),adj,relational] 
агванский,Caucasian Albanian language (language),noun,
аггел,fallen angel; devil; demon,noun,
агглютинативный,agglutinative,adj,
агглютинация,agglutination,noun,
агенс,agent,noun,linguistics] 
агент,agent,noun,
агент,envoy,noun,
агентство,"agency, dealership",noun,
агентура,"group/community of agents, collectively [in various senses of ""agent"", especially but not exclusively referring to secret or intelligence service agents]",noun,
агентурный,"agent (legal actor, secret agent, or police agent)",adj,relational] 
агиография,hagiography,noun,
агитатор,"agitator, propagandist,",noun,
агитатор,"canvasser, teller",noun,
агитационный,"agitation, propaganda",adj,"relational, politics] "
агитационный,"agitational, propagandistic",adj,
агитация,"agitation, propaganda",noun,
агитировать,to agitate,v impf,
агитировать,to campaign,v impf,
агитировать,"to carry on propaganda, to make propaganda",v impf,
агитировать,to stump,v impf,
агитка,agitation leaflet,noun,
агитка,piece of propaganda,noun,
агитпроп,agitprop,noun,
агитпункт,agitation centre,noun,
агитпункт,canvassing centre,noun,
агломерат,"agglomerate, agglomeration",noun,
агломерация,agglomeration,noun,
агнец,lamb,noun,archaic] 
агнец,sheep,noun,archaic] 
Агни,Agni,prop} {m anim,
агностик,agnostic,noun,philosophy] 
агностицизм,agnosticism,noun,philosophy] 
агностический,agnostic,adj,
агонизировать,to agonize,v impf,
агонизировать,to collapse,v impf,
агония,"agony, death pangs",noun,
агорафобия,agoraphobia,noun,
Агра,Агра (city),prop,
аграрий,"agrarian, landowner",noun,
аграрный,agrarian,adj,
агрегат,"unit, set",noun,
агрегат,"aggregate, aggregation",noun,
агрегат,"outfit, plant",noun,
агрегация,aggregation,noun,
агрегирование,aggregation,noun,
агрессивно,aggressively (in an aggressive manner),adv,
агрессивность,"aggressiveness, animus, bellicosity, belligerence",noun,
агрессивный,aggressive (tending or disposed to aggress),adj,
агрессия,aggression,noun,
агрессия,war of aggression,noun,international law] 
агрессор,aggressor,noun,
агрикультура,"agriculture, agricultural technique (the art or science of cultivating the ground)",noun,
Агринион,Агринион (city),prop,
Агриппа,Agrippa (cognomen),prop} {m anim,
агробизнес,"agrobusiness, agribusiness (big business connected to agriculture)",noun,
агробиолог,agrobiologist,noun,
агрокультура,agriculture (the art or science of cultivating the ground),noun,
агроном,agronomist,noun,
агрономия,"agronomy, agronomics",noun,
агропромышленный,agriculture and industry; agroindustrial,adj,relational] 
агротехник,"agricultural technician, agrotechnician, agricultural engineer, agriculturist",noun,
агрохимик,agrochemist,noun,
Агуаскальентес,Агуаскальентес (state),prop,
агукать,"to make the ""agu"" sound (to calm infants)",v impf,
агул,man of Aghul background,noun,
агулы,Aghul (ethnic group),noun,
агульский,Aghul,adj,
агульский,Aghul (language),noun,
агути,agouti,m anim,
агхора,Aghori (an order of Hindu ascetics),prop} {m inan} {f inan,
агхори,Aghori (an order of Hindu ascetics),prop} {mf,
ад,Hades,noun,
ад,hell (the abode of the damned; also used figuratively),noun,
адажио,adagio,adj,music] 
адажио,a movement or piece that starts as adagio,n inan,
Адам,given name,prop,
Адам,Adam (the first man in the Bible and Qur’an),prop,
адамов,Adam's [in collocations],adj,possessive] 
Адамов,Adam's,adj,
Адана,Адана (city),prop,
адапален,adapalene (medicine),noun,
адаптация,adaptation,noun,
адаптер,adapter (device to allow compatibility),noun,
адаптер,pick-up,noun,music] 
адаптивность,adaptability,noun,
адаптивный,"adaptive (relating to, characterized by or showing adaptation; making or made fit or suitable)",adj,
адаптированный,adapted,adj,
адаптировать,to adapt (to make suitable),v both,
адаптироваться,to adapt (to change to make oneself suitable),v both,
Адати,"Адати (one of 23 <<special wards>> of <<pref/Tokyo>>, <<c/Japan>>)",prop} {m inan,
